,t_user_id,parsed_date,bearing
734,85.0,2008-07-24,174.200511593
735,85.0,2008-07-25,211.513802916
736,85.0,2008-07-26,170.043469094
737,85.0,2008-07-27,221.630273887
738,85.0,2008-07-31,170.516156908
739,85.0,2008-08-01,140.107126769
740,85.0,2008-08-03,181.401474093
741,85.0,2008-10-09,216.996874886
742,85.0,2008-10-10,208.934085496
743,85.0,2008-10-11,186.640700147
744,85.0,2008-10-12,171.231114512
745,85.0,2008-10-14,160.532284482
746,85.0,2008-10-15,212.935049722
747,85.0,2008-10-16,175.834832401
748,85.0,2008-10-17,190.05433811
749,85.0,2008-10-18,185.636994254
750,85.0,2008-10-19,185.640976181
751,85.0,2008-10-20,169.110706983
752,85.0,2008-10-21,217.959186962
753,85.0,2008-10-22,183.883336592
754,85.0,2008-10-23,165.903553182
755,85.0,2008-10-24,191.292640466
756,85.0,2008-10-25,188.849866363
757,85.0,2008-10-26,180.648553591
758,85.0,2008-10-27,182.828086878
759,85.0,2008-10-28,179.114043898
760,85.0,2008-10-29,178.293368399
761,85.0,2008-10-30,160.241700591
762,85.0,2008-10-31,194.726385948
763,85.0,2008-11-01,170.769293711
764,85.0,2008-11-02,159.143919859
765,85.0,2008-11-03,183.583918843
766,85.0,2008-11-04,165.341362732
767,85.0,2008-11-05,173.582668671
768,85.0,2008-11-06,174.741705467
769,85.0,2008-11-07,169.076326573
770,85.0,2008-11-08,185.896988841
771,85.0,2008-11-09,171.556386904
772,85.0,2008-11-10,178.70966659
773,85.0,2008-11-11,168.603365371
774,85.0,2008-11-12,170.822033083
775,85.0,2008-11-13,192.49819948
776,85.0,2008-11-14,188.440027247
777,85.0,2008-11-15,175.18667335
778,85.0,2008-11-16,186.950227971
779,85.0,2008-11-17,181.046473656
780,85.0,2008-11-18,158.749007174
781,85.0,2008-11-25,202.517864059
782,85.0,2008-11-26,151.533222975
783,85.0,2008-11-27,172.81033919
784,85.0,2008-11-28,189.570571804
785,85.0,2008-11-29,192.662435606
786,85.0,2008-11-30,186.179773984
787,85.0,2008-12-01,183.379684182
788,85.0,2008-12-02,177.641203953
789,85.0,2008-12-03,197.548533976
790,85.0,2008-12-04,162.747668663
791,85.0,2008-12-05,180.617096217
792,85.0,2008-12-06,172.525035382
793,85.0,2008-12-07,227.182240269
794,85.0,2008-12-08,164.03796512
795,85.0,2008-12-09,197.617591108
796,85.0,2008-12-10,161.202080293
797,85.0,2008-12-11,175.909612138
798,85.0,2008-12-12,196.721482569
799,85.0,2008-12-14,184.600996171
800,85.0,2008-12-15,155.336712668
801,85.0,2008-12-16,190.371053982
802,85.0,2008-12-17,154.935422843
803,85.0,2008-12-18,170.606932592
804,85.0,2008-12-19,188.54438906
805,85.0,2008-12-21,183.660115121
806,85.0,2008-12-22,138.7132383
807,85.0,2008-12-23,152.252303939
808,85.0,2008-12-24,170.468899384
809,85.0,2008-12-25,171.867725541
810,85.0,2008-12-26,185.880370052
811,85.0,2008-12-27,148.699574597
812,85.0,2008-12-28,187.141254631
813,85.0,2008-12-29,169.445840217
814,85.0,2008-12-30,194.066856031
815,85.0,2008-12-31,177.767472234
816,85.0,2009-01-01,177.916209868
817,85.0,2009-01-02,173.784128689
818,85.0,2009-01-04,176.203575459
819,85.0,2009-01-05,165.755573438
820,85.0,2009-01-06,186.396661811
821,85.0,2009-01-07,161.292463834
822,85.0,2009-01-08,165.407421716
823,85.0,2009-01-09,196.620458702
824,85.0,2009-01-10,175.325653928
825,85.0,2009-03-13,175.471983682
826,85.0,2009-03-14,152.338467845
827,85.0,2009-03-16,184.933363666
828,85.0,2009-03-17,172.07916894
829,85.0,2009-03-18,217.354466597
830,85.0,2009-03-20,179.837201307
831,85.0,2009-03-21,215.168559021
832,85.0,2009-03-22,205.715886349
833,85.0,2009-03-23,183.449019121
834,85.0,2009-03-24,183.370591726
835,85.0,2009-03-26,180.923642873
836,85.0,2009-03-27,175.126492773
837,85.0,2009-03-29,196.966242256
838,85.0,2009-03-31,196.059579344
839,85.0,2009-04-01,177.996803328
840,85.0,2009-04-02,186.891017811
841,85.0,2009-04-03,193.153030135
842,85.0,2009-04-04,195.842342384
843,85.0,2009-04-05,174.728776705
844,85.0,2009-04-06,170.481171459
845,85.0,2009-04-07,185.134956715
846,85.0,2009-04-08,191.267499957
847,85.0,2009-04-09,195.605674808
848,85.0,2009-04-10,207.977745553
849,85.0,2009-04-11,180.827191036
850,85.0,2009-04-12,174.928349673
851,85.0,2009-04-13,152.175376728
852,85.0,2009-04-14,157.709292219
853,85.0,2009-04-15,197.266327079
854,85.0,2009-04-16,200.903418736
855,85.0,2009-04-18,171.028656345
856,85.0,2009-04-19,170.085608415
857,85.0,2009-04-20,181.709231403
858,85.0,2009-04-21,167.384464247
859,85.0,2009-04-22,183.157169245
860,85.0,2009-04-24,152.092107691
861,85.0,2009-04-25,212.545288006
862,85.0,2009-04-26,172.37988626
863,85.0,2009-04-27,165.538234864
864,85.0,2009-04-28,157.097068825
865,85.0,2009-04-29,155.204586742
866,85.0,2009-05-02,146.796429995
867,85.0,2009-05-03,195.30077589
868,85.0,2009-05-04,194.152073481
869,85.0,2009-05-06,199.215282249
870,85.0,2009-05-07,144.341622
871,85.0,2009-05-08,166.397406687
872,85.0,2009-05-09,165.341274104
873,85.0,2009-05-10,166.706925465
874,85.0,2009-05-12,166.980570399
875,85.0,2009-05-14,191.546429022
876,85.0,2009-05-15,199.253189288
877,85.0,2009-05-16,156.630946041
878,85.0,2009-05-17,183.762306057
879,85.0,2009-05-19,222.612187172
880,85.0,2009-05-20,170.351037418
881,85.0,2009-05-21,181.328008623
882,85.0,2009-05-22,158.233422069
883,85.0,2009-05-23,207.512104821
884,85.0,2009-05-24,174.299043051
885,85.0,2009-06-11,188.947061114
886,85.0,2009-06-13,188.681087651
887,85.0,2009-06-14,195.9512728
888,85.0,2009-06-15,193.605531642
889,85.0,2009-06-17,150.636142605
890,85.0,2009-06-18,170.46657345
891,85.0,2009-06-19,195.428044774
892,85.0,2009-06-20,207.936356241
893,85.0,2009-06-22,192.157925046
894,85.0,2009-06-23,204.820436734
895,85.0,2009-06-24,184.379078851
896,85.0,2009-06-25,165.617051286
897,85.0,2009-06-26,203.083392395
898,85.0,2009-06-27,205.26886627
899,85.0,2009-06-28,202.852937672
900,85.0,2009-06-29,204.994703517
901,85.0,2009-07-01,206.086342841
902,85.0,2009-07-02,146.499483755
903,85.0,2009-07-03,213.096462202
904,85.0,2009-07-04,206.817531759
905,85.0,2009-07-05,173.505001467
906,85.0,2009-07-06,176.784595623
907,85.0,2009-07-07,199.977429142
908,85.0,2009-07-08,211.15321975
909,85.0,2009-07-28,220.189571014
910,85.0,2009-07-29,208.664639335
911,85.0,2009-07-31,187.563941367
912,85.0,2009-08-03,194.349689997
913,85.0,2009-08-06,206.564249966
914,85.0,2009-08-08,191.875226855
915,85.0,2009-08-10,229.262633009
916,85.0,2009-08-11,207.478596049
917,85.0,2009-08-12,192.049941327
918,85.0,2009-08-13,238.787169984
919,85.0,2009-08-15,179.962340741
920,85.0,2009-08-19,202.170030485
921,85.0,2009-08-20,230.041388668
922,85.0,2009-08-21,197.674610411
923,85.0,2009-08-23,209.65124617
924,85.0,2009-08-24,201.641143054
925,85.0,2009-08-25,219.875200545
926,85.0,2009-08-26,182.05865207
927,85.0,2009-08-27,198.411708315
928,85.0,2009-08-28,199.681743276
929,85.0,2009-08-31,189.683781336
930,85.0,2009-09-01,242.537045049
931,85.0,2009-09-02,188.086605956
932,85.0,2009-09-03,170.846774385
933,85.0,2009-09-04,196.619287971
934,85.0,2009-09-07,211.657406187
935,85.0,2009-09-08,202.987191518
936,85.0,2009-09-09,190.919003403
937,85.0,2009-09-10,206.685516935
938,85.0,2009-09-11,212.15211624
939,85.0,2009-09-12,177.290821531
940,85.0,2009-09-13,206.604274668
941,85.0,2009-09-14,195.698675353
942,85.0,2009-09-15,205.549189334
943,85.0,2009-09-16,184.734794953
944,85.0,2009-09-17,205.772585642
945,85.0,2009-09-18,202.092131949
946,85.0,2009-09-20,170.636762692
947,85.0,2009-09-21,214.859081585
948,85.0,2009-09-22,220.719683809
949,85.0,2009-09-23,184.123900539
950,85.0,2009-09-24,207.0942569
951,85.0,2009-09-25,192.143560653
952,85.0,2009-09-27,198.534953884
953,85.0,2009-09-28,187.612576444
954,86.0,2007-04-30,184.111115822
955,86.0,2007-05-04,222.765648494
956,86.0,2007-05-05,192.044029271
957,86.0,2007-05-06,235.188315323
958,86.0,2007-05-07,203.518655063
959,87.0,2007-08-15,187.572841294
960,87.0,2007-08-16,172.584698757
961,89.0,2008-04-28,110.889909484
962,89.0,2008-04-30,144.1916527
963,89.0,2008-05-01,97.7367478002
964,89.0,2008-05-02,225.122407216
965,89.0,2008-05-03,164.093164364
966,89.0,2008-05-05,181.388923757
967,89.0,2008-05-06,193.46450256
968,89.0,2008-05-07,233.387527496
969,89.0,2008-05-08,121.325143482
970,89.0,2008-05-09,121.619983247
971,89.0,2008-05-10,186.478021813
972,89.0,2008-05-11,183.745029674
973,89.0,2008-05-17,231.3108208
974,89.0,2008-05-18,174.938541514
975,89.0,2008-08-01,137.053779188
976,91.0,2007-11-26,204.745758134
977,92.0,2008-03-22,251.618192388
978,92.0,2008-03-24,183.642379239
979,92.0,2008-05-17,202.302378574
980,96.0,2008-07-10,174.93769511
981,96.0,2008-07-12,218.317794459
982,96.0,2008-07-18,163.683162828
983,96.0,2008-07-19,187.233682996
984,96.0,2008-07-20,193.889689894
985,96.0,2008-07-21,191.261415147
986,96.0,2008-07-22,137.495811985
987,96.0,2008-07-23,189.189587257
988,96.0,2008-07-25,72.8175607534
989,96.0,2008-07-28,137.496851271
990,96.0,2008-07-30,186.843752806
991,96.0,2008-07-31,180.302811299
992,96.0,2008-08-05,181.612678899
993,96.0,2008-08-06,135.340388445
994,96.0,2008-08-11,151.416342853
995,96.0,2008-08-13,148.540504073
996,96.0,2008-08-14,103.637862192
997,96.0,2008-08-15,168.562696607
998,96.0,2008-08-22,130.598211307
999,96.0,2008-12-10,220.874682766
1000,97.0,2007-06-14,174.884064843
1001,97.0,2007-06-15,128.469386034
1002,97.0,2007-06-24,156.966705221
1003,98.0,2007-05-29,174.113237638
1004,98.0,2007-05-31,186.624556126
1005,98.0,2007-06-02,177.511032627
1006,98.0,2007-06-04,182.878309296
1007,101.0,2008-03-30,161.938707263
1008,101.0,2008-06-29,206.63139628
1009,102.0,2011-10-19,201.832349026
1010,102.0,2011-10-21,158.245596845
1011,102.0,2011-10-23,172.717095207
1012,102.0,2011-11-03,185.608014032
1013,102.0,2011-11-05,218.759996766
1014,102.0,2011-11-08,224.753593916
1015,102.0,2011-11-09,166.51339763
1016,102.0,2011-11-12,106.981243655
1017,102.0,2011-11-14,239.997736616
1018,102.0,2011-11-15,206.4332111
1019,102.0,2011-12-07,158.949536148
1020,102.0,2011-12-19,201.416802629
1021,102.0,2011-12-26,194.362828348
1022,102.0,2011-12-27,209.83325208
1023,102.0,2011-12-30,179.542460549
1024,102.0,2011-12-31,217.019247172
1025,104.0,2008-01-01,152.895100869
1026,104.0,2008-03-28,174.983281068
1027,105.0,2007-10-02,258.561485815
1028,105.0,2007-10-03,119.892103375
1029,105.0,2007-10-05,179.79928648
1030,105.0,2007-10-07,268.288323336
1031,105.0,2007-10-09,151.141483796
1032,105.0,2007-10-10,220.890689495
1033,106.0,2007-10-08,194.331704797
1034,106.0,2007-10-09,165.611870836
1035,106.0,2007-10-10,117.153281091
1036,108.0,2007-10-04,84.4031584003
1037,110.0,2008-01-18,101.030320853
1038,111.0,2007-04-19,203.622982093
1039,111.0,2007-04-21,149.902566414
1040,111.0,2007-06-16,195.159326167
1041,111.0,2007-06-17,177.71093165
1042,111.0,2007-09-07,175.930485877
1043,112.0,2008-02-25,78.5611411605
1044,112.0,2008-05-10,134.228664454
1045,112.0,2008-05-16,213.357607204
1046,112.0,2008-05-17,241.155759263
1047,112.0,2008-05-18,174.904957625
1048,112.0,2008-05-19,126.478365065
1049,112.0,2008-05-21,134.392341068
1050,112.0,2008-05-22,96.1982857492
1051,112.0,2008-05-23,229.773687069
1052,112.0,2008-05-24,182.570327842
1053,112.0,2008-05-25,210.151219994
1054,112.0,2008-05-26,136.715949856
1055,112.0,2008-05-27,197.953838089
1056,112.0,2008-05-28,149.924039265
1057,112.0,2008-05-29,222.335403061
1058,112.0,2008-05-30,173.215111667
1059,112.0,2008-05-31,179.66788721
1060,112.0,2008-06-01,184.538776909
1061,112.0,2008-06-02,207.771035872
1062,112.0,2008-06-03,167.538883618
1063,112.0,2008-06-04,217.175733425
1064,112.0,2008-06-05,222.333421813
1065,112.0,2008-06-06,170.833485991
1066,112.0,2008-06-07,182.913700622
1067,112.0,2008-06-08,162.975682652
1068,112.0,2008-06-09,181.988289182
1069,112.0,2008-06-10,198.11044544
1070,112.0,2008-06-11,182.182007449
1071,112.0,2008-06-12,160.971618594
1072,112.0,2008-06-13,208.173920728
1073,112.0,2008-06-14,114.261126023
1074,112.0,2008-06-15,182.786737704
1075,112.0,2008-06-16,221.618809598
1076,112.0,2008-06-17,181.973515278
1077,112.0,2008-06-18,175.787751006
1078,112.0,2008-06-19,157.025932313
1079,112.0,2008-06-20,158.055892544
1080,112.0,2008-06-21,189.51581334
1081,112.0,2008-06-22,233.286995432
1082,112.0,2008-06-25,193.221769588
1083,112.0,2008-06-26,175.254039785
1084,112.0,2008-06-27,177.280473732
1085,112.0,2008-06-28,182.677208844
1086,112.0,2008-06-29,209.86416261
1087,112.0,2008-06-30,218.0390385
1088,112.0,2008-07-01,180.463310158
1089,112.0,2008-07-02,183.403196677
1090,112.0,2008-07-03,176.924721451
1091,112.0,2008-07-04,183.407658202
1092,112.0,2008-07-05,181.663759471
1093,112.0,2008-07-06,222.883734252
1094,112.0,2008-07-07,175.534115818
1095,112.0,2008-07-08,219.503330723
1096,112.0,2008-07-09,139.124376775
1097,112.0,2008-07-10,119.923856897
1098,112.0,2008-07-11,133.594314458
1099,112.0,2008-07-13,180.32177105
1100,112.0,2008-07-16,192.879635868
1101,112.0,2008-07-17,124.616581874
1102,112.0,2008-07-18,134.208246111
1103,115.0,2007-05-10,187.40578316
1104,115.0,2007-05-13,146.199154708
1105,115.0,2007-05-14,180.283892904
1106,115.0,2007-05-15,179.961153512
1107,115.0,2007-05-16,287.560118936
1108,115.0,2007-05-18,336.871509237
1109,115.0,2007-05-19,248.285671292
1110,115.0,2007-05-21,293.000129735
1111,115.0,2007-05-22,237.6545954
1112,115.0,2007-05-23,165.206433933
1113,115.0,2007-09-08,227.519521081
1114,115.0,2008-04-16,179.020124571
1115,115.0,2008-04-17,239.226699502
1116,115.0,2008-04-29,289.236094357
1117,115.0,2008-04-30,173.040556868
1118,115.0,2008-05-01,166.131085594
1119,115.0,2008-05-04,240.045013148
1120,115.0,2008-05-05,261.171106673
1121,115.0,2008-05-06,212.195991869
1122,115.0,2008-05-07,203.175167827
1123,115.0,2008-05-08,174.210342096
1124,115.0,2008-05-09,114.83918788
1125,115.0,2008-05-12,252.191519554
1126,115.0,2008-05-13,172.144612148
1127,115.0,2008-05-14,151.083932397
1128,115.0,2008-05-15,162.061709258
1129,115.0,2008-05-16,201.338497094
1130,115.0,2008-05-20,241.85746329
1131,115.0,2008-05-21,193.526497363
1132,115.0,2008-05-22,272.529951458
1133,115.0,2008-05-23,227.40442615
1134,115.0,2008-05-25,292.143621289
1135,115.0,2008-05-26,216.290678395
1136,115.0,2008-05-27,240.62118359
1137,115.0,2008-05-28,177.909867074
1138,115.0,2008-05-29,201.078155047
1139,115.0,2008-05-30,118.019336595
1140,115.0,2008-06-01,252.052243105
1141,115.0,2008-06-02,234.466290163
1142,115.0,2008-06-03,219.089213739
1143,115.0,2008-06-04,174.563628149
1144,115.0,2008-06-05,170.928626201
1145,115.0,2008-06-06,109.450582932
1146,115.0,2008-06-09,247.08346474
1147,115.0,2008-06-10,221.541360497
1148,115.0,2008-06-11,180.639341552
1149,115.0,2008-06-12,212.608719612
1150,115.0,2008-06-15,249.576547538
1151,115.0,2008-06-16,132.101003895
1152,115.0,2008-06-17,233.086749504
1153,115.0,2008-06-18,179.079916865
1154,115.0,2008-06-19,153.314701377
1155,115.0,2008-06-20,128.906162343
1156,115.0,2008-06-22,240.084931453
1157,115.0,2008-06-23,153.053106624
1158,115.0,2008-06-24,187.809793088
1159,115.0,2008-06-25,107.026608782
1160,115.0,2008-06-26,177.792196235
1161,115.0,2008-06-27,124.324988307
1162,115.0,2008-06-28,170.567235994
1163,115.0,2008-06-29,279.466354083
1164,115.0,2008-06-30,187.685840948
1165,115.0,2008-07-01,247.637184143
1166,115.0,2008-07-02,221.284764995
1167,115.0,2008-07-04,166.764457686
1168,115.0,2008-07-06,233.259634163
1169,115.0,2008-07-07,203.622717376
1170,115.0,2008-07-22,192.522731957
1171,115.0,2008-07-23,183.839334189
1172,117.0,2007-06-21,297.414143235
1173,117.0,2007-06-22,258.838753093
1174,117.0,2007-06-25,167.767747812
1175,117.0,2007-06-27,246.056670283
1176,117.0,2007-06-29,269.841274533
1177,117.0,2007-07-04,226.526009289
1178,125.0,2008-05-10,143.877197647
1179,125.0,2008-05-11,162.14577616
1180,125.0,2008-05-23,195.46728646
1181,125.0,2008-05-24,177.014357753
1182,125.0,2008-05-30,142.21421212
1183,125.0,2008-05-31,240.036761029
1184,125.0,2008-06-05,146.718244176
1185,125.0,2008-06-07,160.126463575
1186,125.0,2008-06-20,149.470564306
1187,125.0,2008-06-21,205.426802442
1188,125.0,2008-06-22,268.59084038
1189,125.0,2008-08-20,159.506992579
1190,125.0,2008-08-23,149.99788129
1191,125.0,2008-08-24,179.743498315
1192,125.0,2008-08-27,170.68517133
1193,125.0,2008-08-28,180.91607667
1194,125.0,2008-09-02,142.417499932
1195,125.0,2008-09-03,197.419478203
1196,125.0,2008-09-06,143.365563769
1197,125.0,2008-09-09,189.581699219
1198,125.0,2008-09-12,181.802420712
1199,125.0,2008-09-13,167.431158253
1200,125.0,2008-09-16,166.485139481
1201,125.0,2008-09-17,195.497379428
1202,125.0,2008-09-20,201.034088215
1203,125.0,2008-09-21,133.283254057
1204,125.0,2008-09-25,103.231039387
1205,125.0,2008-10-06,95.065106595
1206,125.0,2008-10-11,79.6293227387
1207,126.0,2008-04-22,175.180570792
1208,126.0,2008-04-26,191.972334576
1209,126.0,2008-04-27,155.344766767
1210,126.0,2008-05-01,218.833527825
1211,126.0,2008-05-02,189.757362142
1212,126.0,2008-05-03,167.379968071
1213,126.0,2008-05-10,155.536877717
1214,126.0,2008-05-11,170.264627206
1215,126.0,2008-05-16,210.828786782
1216,126.0,2008-05-17,162.093638529
1217,126.0,2008-05-18,151.730373225
1218,126.0,2008-05-21,172.444634743
1219,126.0,2008-05-23,153.449399878
1220,126.0,2008-05-28,164.161738978
1221,126.0,2008-05-29,109.782045155
1222,126.0,2008-05-31,191.852744719
1223,126.0,2008-06-01,147.088605286
1224,126.0,2008-06-02,154.586318753
1225,126.0,2008-06-03,177.577921964
1226,126.0,2008-06-05,174.078990639
1227,126.0,2008-06-06,178.558564462
1228,126.0,2008-06-07,136.645468356
1229,126.0,2008-06-08,174.237181416
1230,126.0,2008-06-09,227.207241274
1231,126.0,2008-06-14,194.510393921
1232,126.0,2008-06-15,187.568546007
1233,126.0,2008-06-20,161.260899575
1234,126.0,2008-06-21,173.263920029
1235,126.0,2008-06-22,163.807575343
1236,126.0,2008-06-28,217.293381232
1237,126.0,2008-06-29,132.110078061
1238,126.0,2008-07-06,169.647007938
1239,126.0,2008-07-12,191.724941855
1240,126.0,2008-07-13,194.740937843
1241,126.0,2008-07-14,131.008199984
1242,126.0,2008-07-16,183.170896308
1243,126.0,2008-07-18,132.79752299
1244,126.0,2008-07-19,130.590152849
1245,126.0,2008-07-23,124.379840687
1246,126.0,2008-07-24,184.965094327
1247,126.0,2008-07-25,184.367537921
1248,126.0,2008-07-26,155.051195022
1249,126.0,2008-07-27,176.943126273
1250,126.0,2008-07-29,174.156749066
1251,126.0,2008-07-31,208.767833133
1252,126.0,2008-08-02,175.14260524
1253,126.0,2008-08-03,169.334336561
1254,126.0,2008-08-07,81.712840021
1255,126.0,2008-08-08,148.049308427
1256,126.0,2008-08-09,152.959990899
1257,126.0,2008-08-10,186.58356792
1258,126.0,2008-08-11,176.487391828
1259,126.0,2008-08-12,129.295742379
1260,126.0,2008-08-16,167.490816565
1261,126.0,2008-08-17,184.127873493
1262,126.0,2008-09-04,143.461286644
1263,126.0,2008-09-08,249.098963036
1264,126.0,2008-09-12,178.230552654
1265,126.0,2008-09-13,148.481506209
1266,126.0,2008-09-15,184.983863916
1267,126.0,2008-09-23,244.808599878
1268,126.0,2008-09-29,173.923191506
1269,126.0,2008-09-30,176.980593476
1270,126.0,2008-10-01,156.453149842
1271,126.0,2008-10-02,179.016383734
1272,126.0,2008-10-11,147.183898733
1273,126.0,2008-10-12,187.743119623
1274,126.0,2008-10-13,152.847093311
1275,126.0,2008-10-15,181.186935086
1276,126.0,2008-10-20,139.607118939
1277,126.0,2008-11-24,129.93344326
1278,126.0,2008-11-26,135.344232529
1279,126.0,2008-11-27,195.986651908
1280,126.0,2008-11-29,150.7425764
1281,126.0,2008-12-01,197.615200183
1282,126.0,2008-12-04,161.858343686
1283,126.0,2008-12-08,117.778540753
1284,126.0,2008-12-13,172.261205121
1285,128.0,2007-04-14,181.832710663
1286,128.0,2007-04-15,78.4020884693
1287,128.0,2007-04-16,326.693391822
1288,128.0,2007-04-18,223.329234408
1289,128.0,2007-04-19,242.842484966
1290,128.0,2007-04-20,254.91650635
1291,128.0,2007-04-21,168.054390396
1292,128.0,2007-05-05,209.107716612
1293,128.0,2007-05-06,166.349782144
1294,128.0,2007-05-08,171.077300887
1295,128.0,2007-05-27,304.122913557
1296,128.0,2007-05-29,256.880967968
1297,128.0,2007-05-30,170.783475173
1298,128.0,2007-05-31,185.275793592
1299,128.0,2007-06-01,250.590387481
1300,128.0,2007-06-04,165.667326649
1301,128.0,2007-06-20,271.589197349
1302,128.0,2007-06-21,213.774068783
1303,128.0,2007-06-25,169.137804254
1304,128.0,2007-06-26,252.743690869
1305,128.0,2007-06-27,152.05894335
1306,128.0,2007-06-28,160.518871905
1307,128.0,2007-06-29,315.532802965
1308,128.0,2007-07-01,187.839704721
1309,128.0,2007-07-02,205.343114516
1310,128.0,2007-07-03,167.241932531
1311,128.0,2007-07-07,305.665155338
1312,128.0,2007-07-08,194.18733144
1313,128.0,2008-05-01,185.224749451
1314,128.0,2008-05-03,208.965116145
1315,128.0,2008-05-04,225.675513988
1316,128.0,2008-05-06,179.045895682
1317,128.0,2008-05-09,203.055815218
1318,128.0,2008-05-10,188.177165759
1319,128.0,2008-05-12,231.985050903
1320,128.0,2008-05-13,228.655227999
1321,128.0,2008-05-14,178.453347509
1322,128.0,2008-05-15,235.277399441
1323,128.0,2008-05-16,184.176191504
1324,128.0,2008-05-17,202.901363212
1325,128.0,2008-05-18,159.369927245
1326,128.0,2008-05-23,199.473429201
1327,128.0,2008-06-06,201.833641685
1328,128.0,2008-06-07,71.6054263648
1329,128.0,2008-06-10,216.16685214
1330,128.0,2008-06-11,183.545179326
1331,128.0,2008-06-27,258.220015097
1332,128.0,2008-06-29,225.836931217
1333,128.0,2008-06-30,174.374665593
1334,128.0,2008-07-01,200.479229944
1335,128.0,2008-07-02,198.010921007
1336,128.0,2008-07-03,182.469584365
1337,128.0,2008-07-04,205.994862728
1338,128.0,2008-07-05,175.715327216
1339,128.0,2008-07-06,176.601186532
1340,128.0,2008-07-07,181.859797115
1341,128.0,2008-07-08,210.572052283
1342,128.0,2008-07-09,192.998811601
1343,128.0,2008-07-10,187.843954658
1344,128.0,2008-07-11,137.653697217
1345,128.0,2008-07-12,156.347571358
1346,128.0,2008-07-13,156.90145185
1347,128.0,2008-07-17,251.860494052
1348,128.0,2008-07-18,205.249104931
1349,128.0,2008-07-19,168.769881073
1350,128.0,2008-07-27,221.776393569
1351,128.0,2008-07-28,208.764499118
1352,128.0,2008-07-29,206.187811363
1353,128.0,2008-07-30,181.486483641
1354,128.0,2008-07-31,241.2412275
1355,128.0,2008-08-01,169.105801032
1356,128.0,2008-08-05,199.262269925
1357,128.0,2008-08-06,226.451140593
1358,128.0,2008-08-07,190.115590466
1359,128.0,2008-08-08,176.367753835
1360,128.0,2008-08-09,167.271570118
1361,128.0,2008-08-11,177.345646042
1362,128.0,2008-08-12,199.568231372
1363,128.0,2008-08-13,192.362475246
1364,128.0,2008-08-15,192.196688772
1365,128.0,2008-08-17,201.79922098
1366,128.0,2008-08-18,174.20642634
1367,128.0,2008-08-21,259.042562551
1368,128.0,2008-08-22,204.663684154
1369,128.0,2008-08-23,194.123325338
1370,128.0,2008-08-24,186.530058187
1371,128.0,2008-08-25,177.905593743
1372,128.0,2008-08-26,202.377690613
1373,128.0,2008-08-27,223.082064155
1374,128.0,2008-08-28,188.475956414
1375,128.0,2008-08-29,203.89064554
1376,128.0,2008-09-01,219.078703295
1377,128.0,2008-09-02,215.174160343
1378,128.0,2008-09-03,199.050885496
1379,128.0,2008-09-04,205.703217767
1380,128.0,2008-09-05,191.266543063
1381,128.0,2008-09-06,183.246402545
1382,128.0,2008-09-07,169.861440214
1383,128.0,2008-09-08,190.201034498
1384,128.0,2008-09-09,224.725077027
1385,128.0,2008-09-10,237.46837201
1386,128.0,2008-09-11,183.023545731
1387,128.0,2008-09-12,189.160030633
1388,128.0,2008-09-13,187.490687838
1389,128.0,2008-09-14,204.010073969
1390,128.0,2008-09-15,183.446574059
1391,128.0,2008-09-16,238.481223421
1392,128.0,2008-09-17,224.763381275
1393,128.0,2008-09-18,212.123700783
1394,128.0,2008-09-19,206.135045633
1395,128.0,2008-09-20,190.795904093
1396,128.0,2008-09-21,209.022784672
1397,128.0,2008-09-22,200.787106102
1398,128.0,2008-09-23,208.345955806
1399,128.0,2008-09-24,188.774105008
1400,128.0,2008-09-25,216.35118156
1401,128.0,2008-09-26,135.666551708
1402,128.0,2008-09-27,195.023847571
1403,128.0,2008-09-28,219.934245791
1404,128.0,2008-09-30,214.401746466
1405,128.0,2008-10-01,171.505528948
1406,128.0,2008-10-02,139.516354142
1407,128.0,2008-10-03,170.801948582
1408,128.0,2008-10-04,159.608092054
1409,128.0,2008-10-05,177.07935741
1410,128.0,2008-10-07,186.626349726
1411,128.0,2008-10-08,203.627406366
1412,128.0,2008-10-09,208.451151253
1413,128.0,2008-10-10,211.881261604
1414,128.0,2008-10-11,189.008691585
1415,128.0,2008-10-12,212.059305188
1416,128.0,2008-10-13,253.741057078
1417,128.0,2008-10-14,199.604638226
1418,128.0,2008-10-15,207.396733318
1419,128.0,2008-10-16,200.807378244
1420,128.0,2008-10-17,176.18283981
1421,128.0,2008-10-19,175.624583294
1422,128.0,2008-10-20,166.369782565
1423,128.0,2008-10-21,194.444116948
1424,128.0,2008-10-22,180.415375273
1425,128.0,2008-10-23,213.930931063
1426,128.0,2008-10-24,211.73591827
1427,128.0,2008-10-25,188.988562482
1428,128.0,2008-10-26,216.164305001
1429,128.0,2008-10-27,206.369794463
1430,128.0,2008-10-28,204.560997174
1431,128.0,2008-10-29,179.602168405
1432,128.0,2008-10-30,185.807652488
1433,128.0,2008-10-31,207.068551607
1434,128.0,2008-11-01,186.018706907
1435,128.0,2008-11-03,203.463590592
1436,128.0,2008-11-04,193.206022259
1437,128.0,2008-11-05,198.151429327
1438,128.0,2008-11-06,204.030531505
1439,128.0,2008-11-07,209.502098059
1440,128.0,2008-11-08,192.003350967
1441,128.0,2008-11-10,203.526011666
1442,128.0,2008-11-11,196.189762742
1443,128.0,2008-11-12,206.782774766
1444,128.0,2008-11-13,197.987399097
1445,128.0,2008-11-14,184.739712288
